Domain,http/https,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,dots,Label
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
youtube.com,1,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,7,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,7,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
etc.usf.edu,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,7,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
ru-ru.facebook.com,1,0,0,0,1,0,0,0,1,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
thenextweb.com,1,0,0,1,5,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,1,4,0,0,1,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
eroadvertising.com,1,0,0,0,0,1,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
Cisco.com,0,0,0,1,6,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,1,6,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,1,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,6,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,2,0,0,1,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,7,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
canadianbusinesscollege.com,0,0,0,1,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
thegatewaypundit.com,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,1,0,0,0
,0,0,0,1,7,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
woolyss.com,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,6,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
htdata.co.uk,0,0,0,1,3,0,0,0,0,1,0
addictinggames.com,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,7,0,0,0,0,0,0
,0,0,0,1,6,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,1,0,0,1,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
the-philosophy.com,0,0,0,0,1,0,0,0,1,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,8,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,6,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
emblemhealth.com,0,0,0,1,5,0,0,0,0,0,0
clickhole.com,1,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
mollymp3.com,0,0,0,1,1,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,8,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
wordwhizzle-answers.com,0,0,0,0,1,0,0,0,1,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
dokumentalkino.net,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
wix.com,1,0,0,0,0,0,0,1,0,0,0
bose.fi,1,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,1,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
botanical.com,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,1,0,0,0
,0,0,0,0,1,0,0,1,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
probex.ee,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
en.wikipedia.org,1,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,7,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,1,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
experts-exchange.com,1,0,0,1,3,0,0,0,1,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
atlanta.cbslocal.com,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,1,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
linkedin.com,1,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
postcodefinder.org.uk,0,0,0,1,4,0,0,0,0,1,0
,0,0,0,0,6,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,6,0,0,0,0,0,0
,0,0,0,0,3,0,0,1,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,5,0,0,1,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,1,0,0,0
,0,0,0,1,7,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,6,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
wineenthusiast.com,0,0,0,1,3,0,0,1,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,8,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
pages.tmall.com,1,0,0,1,5,0,0,0,0,0,0
writeopinions.com,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,6,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,1,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,1,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,1,0,0,1,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,4,0,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,1,5,0,0,1,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,6,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,1,5,0,0,1,0,0,0
accountkiller.com,1,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,1,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
corfuvoice.gr,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,1,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
weybadu.ru,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
idcloak.com,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,1,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,7,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,7,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,6,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
computerhope.com,1,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
yogeshguptaonline.com,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,8,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
csdesignstudio.net,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
rtl.hu,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,6,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,1,0,0,1,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,6,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
voip-info.org,1,0,0,0,2,0,0,0,1,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,1,7,0,0,0,0,0,0
,0,0,0,1,4,0,0,1,0,0,0
,0,0,0,0,5,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,4,0,0,1,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,5,0,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,1,2,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,3,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,1,5,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,1,0,0,1,0,0,0
,0,0,0,0,4,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
www2.estrellamountain.edu,0,0,0,1,4,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,2,0,0,0,0,0,0
